Date, Time, Server Name, Alarm Key, Alarm Name, Launched by, Alarm Status, Alarm Group, General Text Message, Display Message 1, Display Message 2, Alarm Reference, Executed Time, Name, Phone Number, Phone Type, Call Status
31.03.2022, 23:05:00, MC-HOVSETER, 2942, Borte 428, 428, Canceled, Empty group, No message for alarm 2942, 428, 428, 6246177B, 01:00:00, , , , No Answer
31.03.2022, 23:04:59, MC-HOVSETER, 2927, Tilstede 428, 428, Canceled, Empty group, No message for alarm 2927, 428, 428, 6246177A, 01:00:00, , , , No Answer
31.03.2022, 23:01:35, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624616A8, 23:01:36, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 23:01:35, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624616A8, 23:01:37, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 23:01:35, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624616A8, 23:01:40, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:57:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624615CE, 22:57:58, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:57:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624615CE, 22:57:59, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:57:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624615CE, 22:58:01, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:54:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624614F6, 22:54:22, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:54:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624614F6, 22:54:22, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:54:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624614F6, 22:54:29, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:50:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 6246141D, 22:50:45, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:50:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 6246141D, 22:50:46, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:50:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 6246141D, 22:50:46, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:47:08, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62461346, 22:47:09, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:47:08, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62461346, 22:47:10, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:47:08, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62461346, 22:47:10, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:43:32, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 6246126E, 22:43:33, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:43:32, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 6246126E, 22:43:34, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:43:32, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 6246126E, 22:43:37, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:39:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62461196, 22:39:58, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:39:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62461196, 22:39:58, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:39:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62461196, 22:40:02, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:36:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624610BE, 22:36:22, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:36:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624610BE, 22:36:22, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:36:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624610BE, 22:36:22, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:32:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460FE6, 22:32:46, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:32:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460FE6, 22:32:46, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:32:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460FE6, 22:32:49, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:29:08, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460F0E, 22:29:09, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:29:08, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460F0E, 22:29:10, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:29:08, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460F0E, 22:29:10, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:25:32, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460E36, 22:25:34, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:25:32, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460E36, 22:25:34, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:25:32, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460E36, 22:25:34, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:21:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460D5E, 22:21:57, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:21:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460D5E, 22:21:58, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:21:56, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460D5E, 22:21:58, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:18:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460C86, 22:18:22, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:18:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460C86, 22:18:22, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:18:20, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460C86, 22:18:22, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:14:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460BAE, 22:14:46, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:14:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460BAE, 22:14:46, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:14:44, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460BAE, 22:14:46, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:06:59, MC-HOVSETER, 2942, Borte 428, 428, Canceled, Empty group, No message for alarm 2942, 428, 428, 624609E2, 01:00:00, , , , No Answer
31.03.2022, 22:06:58, MC-HOVSETER, 2927, Tilstede 428, 428, Canceled, Empty group, No message for alarm 2927, 428, 428, 624609E1, 01:00:00, , , , No Answer
31.03.2022, 22:05:51, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460999, 22:05:53, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:05:51, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460999, 22:05:53, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:05:51, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 62460999, 22:05:53, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 22:02:15, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624608C1, 22:02:17, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 22:02:15, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624608C1, 22:02:17, Hovseterhjemmet-55 Natt 4 1, 90610798, 3G+, Executed
31.03.2022, 22:02:15, MC-HOVSETER, 2957, Anrop 428, 428, Done, 45 Hovseterhjemmet Natt 4, No message for alarm 2957, 428, 428, 624608C1, 22:02:20, Hovseterhjemmet-56 Natt 4 2, 90633721, 3G+, Executed
31.03.2022, 21:58:39, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 624607E9, 21:58:41, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 21:58:39, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 624607E9, 21:58:41, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 21:58:39, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 624607E9, 21:58:43, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 21:55:04, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 62460711, 21:55:05, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 21:55:04, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 62460711, 21:55:06, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 21:55:04, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 62460711, 21:55:09, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 21:34:45, MC-HOVSETER, 2942, Borte 428, 428, Canceled, Empty group, No message for alarm 2942, 428, 428, 62460254, 01:00:00, , , , No Answer
31.03.2022, 21:34:43, MC-HOVSETER, 2927, Tilstede 428, 428, Canceled, Empty group, No message for alarm 2927, 428, 428, 62460252, 01:00:00, , , , No Answer
31.03.2022, 21:34:25, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 6246023A, 21:34:27, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 21:34:25, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 6246023A, 21:34:26, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 21:34:25, MC-HOVSETER, 2957, Anrop 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2957, 428, 428, 6246023A, 21:34:26, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Rejected
31.03.2022, 21:01:17, MC-HOVSETER, 2942, Borte 428, 428, Canceled, Empty group, No message for alarm 2942, 428, 428, 6245FA7C, 01:00:00, , , , No Answer
31.03.2022, 21:01:16, MC-HOVSETER, 2927, Tilstede 428, 428, Canceled, Empty group, No message for alarm 2927, 428, 428, 6245FA7B, 01:00:00, , , , No Answer
31.03.2022, 20:59:10, MC-HOVSETER, 2987, Toalett 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2987, 428, 428, 6245F9F4, 20:59:12, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 20:59:10, MC-HOVSETER, 2987, Toalett 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2987, 428, 428, 6245F9F4, 20:59:12, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 20:59:10, MC-HOVSETER, 2987, Toalett 428, 428, Done, 22 Hovseterhjemmet 4A, No message for alarm 2987, 428, 428, 6245F9F4, 20:59:13, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 19:59:31, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245EC02, 01:00:00, , , , No Answer
31.03.2022, 19:56:03, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245EB32, 01:00:00, , , , No Answer
31.03.2022, 19:54:24, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245EACF, 01:00:00, , , , No Answer
31.03.2022, 19:54:22, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245EACD, 01:00:00, , , , No Answer
31.03.2022, 19:53:36, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245EA9A, 19:53:38, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 19:53:36, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245EA9A, 19:53:38, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 19:53:36, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245EA9A, 19:53:40, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 19:50:01, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E9C2, 19:50:02, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 19:50:01, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E9C2, 19:50:02, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 19:50:01, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E9C2, 19:50:03, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 19:35:20, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245E657, 01:00:00, , , , No Answer
31.03.2022, 19:26:38, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245E44D, 01:00:00, , , , No Answer
31.03.2022, 19:25:54, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E41C, 19:25:56, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 19:25:54, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E41C, 19:25:56, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 19:25:54, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E41C, 19:25:56, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Rejected
31.03.2022, 19:22:20, MC-HOVSETER, 2950, Borte 443, 443, Canceled, Empty group, No message for alarm 2950, 443, 443, 6245E34B, 01:00:00, , , , No Answer
31.03.2022, 19:22:18, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E344, 19:22:20, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 19:22:18, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E344, 19:22:20, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 19:22:18, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245E344, 19:22:20, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 19:19:16, MC-HOVSETER, 2935, Tilstede 443, 443, Canceled, Empty group, No message for alarm 2935, 443, 443, 6245E292, 01:00:00, , , , No Answer
31.03.2022, 19:10:37, MC-HOVSETER, 6113, Smykke 428 Avstilling, Alarm_on_success_6013, Done, 68 Avstilling 4O, No message for alarm 6113, No msg 6113, No msg 6113, 6245E08D, 19:10:40, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 19:09:08, MC-HOVSETER, 2942, Borte 428, 428, Canceled, Empty group, No message for alarm 2942, 428, 428, 6245E033, 01:00:00, , , , No Answer
31.03.2022, 19:09:07, MC-HOVSETER, 2927, Tilstede 428, 428, Canceled, Empty group, No message for alarm 2927, 428, 428, 6245E032, 01:00:00, , , , No Answer
31.03.2022, 18:17:54, MC-HOVSETER, 2951, Borte 446, 446, Canceled, Empty group, No message for alarm 2951, 446, 446, 6245D432, 01:00:00, , , , No Answer
31.03.2022, 18:04:46, MC-HOVSETER, 2936, Tilstede 446, 446, Canceled, Empty group, No message for alarm 2936, 446, 446, 6245D11D, 01:00:00, , , , No Answer
31.03.2022, 17:20:50, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245C6D0, 01:00:00, , , , No Answer
31.03.2022, 17:18:14, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245C635, 01:00:00, , , , No Answer
31.03.2022, 17:17:30, MC-HOVSETER, 2948, Borte 441, 441, Canceled, Empty group, No message for alarm 2948, 441, 441, 6245C609, 01:00:00, , , , No Answer
31.03.2022, 17:15:36, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245C592, 17:15:37, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 17:15:36, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245C592, 17:15:38, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 17:15:36, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245C592, 17:15:42, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 17:12:01, MC-HOVSETER, 2933, Tilstede 441, 441, Canceled, Empty group, No message for alarm 2933, 441, 441, 6245C4C0, 01:00:00, , , , No Answer
31.03.2022, 17:10:20, MC-HOVSETER, 2993, Toalett 441, 441, Done, 22 Hovseterhjemmet 4A, No message for alarm 2993, 441, 441, 6245C455, 17:10:21, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 17:10:20, MC-HOVSETER, 2993, Toalett 441, 441, Done, 22 Hovseterhjemmet 4A, No message for alarm 2993, 441, 441, 6245C455, 17:10:22, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 17:10:20, MC-HOVSETER, 2993, Toalett 441, 441, Done, 22 Hovseterhjemmet 4A, No message for alarm 2993, 441, 441, 6245C455, 17:10:21, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 17:09:49, MC-HOVSETER, 2948, Borte 441, 441, Canceled, Empty group, No message for alarm 2948, 441, 441, 6245C43C, 01:00:00, , , , No Answer
31.03.2022, 17:08:47, MC-HOVSETER, 2933, Tilstede 441, 441, Canceled, Empty group, No message for alarm 2933, 441, 441, 6245C3FE, 01:00:00, , , , No Answer
31.03.2022, 17:08:20, MC-HOVSETER, 2993, Toalett 441, 441, Done, 22 Hovseterhjemmet 4A, No message for alarm 2993, 441, 441, 6245C3DD, 17:08:21, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 17:08:20, MC-HOVSETER, 2993, Toalett 441, 441, Done, 22 Hovseterhjemmet 4A, No message for alarm 2993, 441, 441, 6245C3DD, 17:08:24, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 17:08:20, MC-HOVSETER, 2993, Toalett 441, 441, Done, 22 Hovseterhjemmet 4A, No message for alarm 2993, 441, 441, 6245C3DD, 17:08:21, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Rejected
31.03.2022, 16:48:08, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245BF27, 01:00:00, , , , No Answer
31.03.2022, 16:48:07, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245BF26, 01:00:00, , , , No Answer
31.03.2022, 16:47:18, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245BEEF, 16:47:19, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 16:47:18, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245BEEF, 16:47:19, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 16:47:18, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245BEEF, 16:47:19, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Rejected
31.03.2022, 16:40:27, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245BD5A, 01:00:00, , , , No Answer
31.03.2022, 16:40:26, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245BD59, 01:00:00, , , , No Answer
31.03.2022, 16:39:35, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245BD20, 16:39:36, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 16:39:35, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245BD20, 16:39:37, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 16:39:35, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245BD20, 16:39:37, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 16:17:17, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245B7E4, 01:00:00, , , , No Answer
31.03.2022, 16:17:11, MC-HOVSETER, 2930, Tilstede 434, 434, Canceled, Empty group, No message for alarm 2930, 434, 434, 6245B7E3, 01:00:00, , , , No Answer
31.03.2022, 16:14:16, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245B732, 16:14:18, Hovseterhjemmet-24 Oslofjorden-4, 46865912, 3G+, Executed
31.03.2022, 16:14:16, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245B732, 16:14:18, Hovseterhjemmet-23 Oslofjorden-4, 46859609, 3G+, Executed
31.03.2022, 16:14:16, MC-HOVSETER, 2960, Anrop 434, 434, Done, 22 Hovseterhjemmet 4A, No message for alarm 2960, 434, 434, 6245B732, 16:14:18, Shuttle 4. etg, 10.10.10.44, IND, Executed
31.03.2022, 15:53:10, MC-HOVSETER, 2945, Borte 434, 434, Canceled, Empty group, No message for alarm 2945, 434, 434, 6245B245, 01:00:00, , , , No Answer
