Date, Time, Server Name, Alarm Key, Alarm Name, Launched by, Alarm Status, Alarm Group, General Text Message, Display Message 1, Display Message 2, Alarm Reference, Executed Time, Name, Phone Number, Phone Type, Call Status
10.03.2022, 21:12:04, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622A5B90
10.03.2022, 21:11:57, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622A5B8A
10.03.2022, 21:11:09, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622A5B59
10.03.2022, 21:11:01, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622A5B52
10.03.2022, 20:31:58, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622A522A
10.03.2022, 20:31:48, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622A5221
09.03.2022, 11:23:42, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6228802A
09.03.2022, 11:23:16, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62288010
09.03.2022, 11:19:02, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287F12
09.03.2022, 11:18:34, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287EF7
09.03.2022, 11:15:13, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287E2D
09.03.2022, 11:15:09, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287E29
09.03.2022, 11:14:46, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287E12
09.03.2022, 11:10:20, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287D08
09.03.2022, 11:10:16, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287D05
09.03.2022, 11:10:09, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CFD
09.03.2022, 11:10:04, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CF9
09.03.2022, 11:09:52, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CEC
09.03.2022, 11:09:47, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CE7
09.03.2022, 11:09:36, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CDC
09.03.2022, 11:09:32, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CD8
09.03.2022, 11:09:27, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CD3
09.03.2022, 11:09:23, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CCF
09.03.2022, 11:09:19, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CCA
09.03.2022, 11:09:17, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287CC9
09.03.2022, 11:06:21, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287C19
09.03.2022, 11:06:17, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287C15
09.03.2022, 11:06:10, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287C0F
09.03.2022, 11:05:54, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287BFE
09.03.2022, 11:05:47, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287BF7
09.03.2022, 11:05:43, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287BF3
09.03.2022, 11:05:36, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287BEC
09.03.2022, 11:05:32, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62287BE8
09.03.2022, 09:39:57, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867D7
09.03.2022, 09:39:53, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622867D5
09.03.2022, 09:39:46, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867CE
09.03.2022, 09:39:34, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622867C4
09.03.2022, 09:39:29, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867BD
09.03.2022, 09:39:24, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622867BA
09.03.2022, 09:39:21, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867B4
09.03.2022, 09:39:21, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867B5
09.03.2022, 09:39:19, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622867B2
09.03.2022, 09:39:17, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 622867B1
09.03.2022, 09:39:12, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867AC
09.03.2022, 09:39:12, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 622867AB
09.03.2022, 09:04:01, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285F6C
09.03.2022, 09:02:54, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285F2A
09.03.2022, 09:02:46, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285F22
09.03.2022, 09:01:45, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285EE4
09.03.2022, 09:01:37, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285EDD
09.03.2022, 09:01:32, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285ED8
09.03.2022, 09:01:29, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285ED5
09.03.2022, 09:01:24, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285ED0
09.03.2022, 09:00:56, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285EB4
09.03.2022, 09:00:50, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285EAE
09.03.2022, 09:00:46, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285EAA
09.03.2022, 09:00:38, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285EA2
09.03.2022, 09:00:26, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E96
09.03.2022, 09:00:18, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E8D
09.03.2022, 09:00:15, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E8B
09.03.2022, 09:00:11, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E85
09.03.2022, 09:00:06, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E82
09.03.2022, 08:59:58, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E7A
09.03.2022, 08:59:54, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E75
09.03.2022, 08:59:29, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285E5B
09.03.2022, 08:59:27, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E59
09.03.2022, 08:59:26, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E58
09.03.2022, 08:59:25, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285E5A
09.03.2022, 08:59:23, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285E54
09.03.2022, 08:59:20, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285E55
09.03.2022, 08:59:14, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285E4F
09.03.2022, 08:57:42, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285DF2
09.03.2022, 08:57:38, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285DED
09.03.2022, 08:57:34, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285DEA
09.03.2022, 08:57:29, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285DE5
09.03.2022, 08:54:52, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285D48
09.03.2022, 08:54:49, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285D44
09.03.2022, 08:54:30, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285D32
09.03.2022, 08:53:20, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285CEC
09.03.2022, 08:32:58, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62285826
09.03.2022, 08:32:57, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285825
09.03.2022, 08:32:19, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285800
09.03.2022, 08:29:36, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228575D
09.03.2022, 08:29:34, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6228575A
09.03.2022, 08:29:08, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285741
09.03.2022, 08:29:06, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6228573E
09.03.2022, 08:29:00, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285739
09.03.2022, 08:28:45, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285729
09.03.2022, 08:28:34, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6228571E
09.03.2022, 08:28:32, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6228571A
09.03.2022, 08:28:31, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228571C
09.03.2022, 08:28:28, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285719
09.03.2022, 08:28:23, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285714
09.03.2022, 08:28:22, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285712
09.03.2022, 08:25:27, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285663
09.03.2022, 08:25:20, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228565D
09.03.2022, 08:25:16, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285658
09.03.2022, 08:25:04, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228564D
09.03.2022, 08:25:03, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6228564B
09.03.2022, 08:24:54, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285644
09.03.2022, 08:01:49, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 622850DA
09.03.2022, 08:01:42, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 622850D2
09.03.2022, 08:00:46, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 6228509C
09.03.2022, 08:00:35, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228508A
09.03.2022, 08:00:27, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285084
09.03.2022, 08:00:23, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285081
09.03.2022, 08:00:17, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228507B
09.03.2022, 08:00:10, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285076
09.03.2022, 07:59:56, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285068
09.03.2022, 07:59:51, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285064
09.03.2022, 07:59:48, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 6228505E
09.03.2022, 07:59:48, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285060
09.03.2022, 07:59:44, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228505C
09.03.2022, 07:59:39, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285057
09.03.2022, 07:59:39, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285051
09.03.2022, 07:59:35, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62285053
09.03.2022, 07:59:34, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62285052
09.03.2022, 07:59:28, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6228504D
